,root1_en,root1_id,root2_en,root2_id,root3_en,root3_id
325,Seoul,2297418,Nowon-gu,2419950,Sanggye 10(sip)-dong,3882979
326,Seoul,2297418,Jungnang-gu,2419948,Myeonmokbon-dong,3882929
327,Seoul,2297418,Jungnang-gu,2419948,Myeonmok 2(i)-dong,3882930
328,Seoul,2297418,Jungnang-gu,2419948,Myeonmok 3·8(sam·pal)-dong,3882931
329,Seoul,2297418,Jungnang-gu,2419948,Myeonmok 4(sa)-dong,3882932
330,Seoul,2297418,Jungnang-gu,2419948,Myeonmok 5(o)-dong,3882933
331,Seoul,2297418,Jungnang-gu,2419948,Myeonmok 7(chil)-dong,3882934
332,Seoul,2297418,Jungnang-gu,2419948,Sangbong 1(il)-dong,9626632
333,Seoul,2297418,Jungnang-gu,2419948,Sangbong 2(i)-dong,3882938
334,Seoul,2297418,Jungnang-gu,2419948,Junghwa 1(il)-dong,3882941
335,Seoul,2297418,Jungnang-gu,2419948,Junghwa 2(i)-dong,3882942
336,Seoul,2297418,Jungnang-gu,2419948,Muk 1(il)-dong,3882935
337,Seoul,2297418,Jungnang-gu,2419948,Muk 2(i)-dong,3882936
338,Seoul,2297418,Jungnang-gu,2419948,Mangubon-dong,3882927
339,Seoul,2297418,Jungnang-gu,2419948,Mangu 3(sam)-dong,3882928
340,Seoul,2297418,Jungnang-gu,2419948,Sinnae 1(il)-dong,3882939
