,시도,중분류,시군구,소분류,읍면동,영문 표기,지명 갯수
1998,강원도,32070.0,삼척시,32070350.0,가곡면,Gagok-myeon in Samcheok-si,2
2264,충청북도,33580.0,단양군,33580330.0,가곡면,Gagok-myeon in Danyang-gun,2
3393,경상북도,37590.0,칠곡군,37590330.0,가산면,Gasan-myeon in Chilgok-gun,2
1831,경기도,31270.0,포천시,31270330.0,가산면,Gasan-myeon in Pocheon-si,2
1109,대전광역시,25010.0,동구,25010630.0,가양1동,Gayang 1(il)-dong in Dong-gu in Daejeon,3
268,서울특별시,11160.0,강서구,11160640.0,가양1동,Gayang 1(il)-dong in Gangseo-gu in Seoul,3
269,서울특별시,11160.0,강서구,11160650.0,가양2동,Gayang 2(i)-dong in Gangseo-gu in Seoul,3
1110,대전광역시,25010.0,동구,25010640.0,가양2동,Gayang 2(i)-dong in Dong-gu in Daejeon,3
2605,전라북도,35040.0,정읍시,35040400.0,감곡면,Gamgok-myeon in Jeongeup-si,2
2259,충청북도,33570.0,음성군,33570370.0,감곡면,Gamgok-myeon in Eumseong-gun,2
3399,경상북도,37600.0,예천군,37600340.0,감천면,Gamcheon-myeon in Yecheon-gun,2
3145,경상북도,37030.0,김천시,37030380.0,감천면,Gamcheon-myeon in Gimcheon-si,2
3183,경상북도,37040.0,안동시,37040630.0,강남동,Gangnam-dong in Andong-si,2
1912,강원도,32010.0,춘천시,32010680.0,강남동,Gangnam-dong in Chuncheon-si,2
1959,강원도,32030.0,강릉시,32030620.0,강남동,Gangnam-dong in Gangneung-si,2
626,부산광역시,21120.0,강서구,21120530.0,강동동,Gangdong-dong in Gangseo-gu in Busan,3
1232,울산광역시,26040.0,북구,26040540.0,강동동,Gangdong-dong in Buk-gu in Ulsan,3
1945,강원도,32030.0,강릉시,32030340.0,강동면,Gangdong-myeon in Gangneung-si,2
3123,경상북도,37020.0,경주시,37020370.0,강동면,Gangdong-myeon in Gyeongju-si,2
758,대구광역시,22050.0,북구,22050700.0,검단동,Geomdan-dong in Buk-gu in Daegu,3
965,인천광역시,23080.0,서구,23080800.0,검단동,Geomdan-dong in Seo-gu in Incheon,3
1467,경기도,31070.0,평택시,31070330.0,고덕면,Godeok-myeon in Pyeongtaek-si,2
2484,충청남도,34570.0,예산군,34570380.0,고덕면,Godeok-myeon in Yesan-gun,2
1343,경기도,31021.0,수정구,31021650.0,고등동,Godeung-dong in Sujeong-gu,2
1305,경기도,31013.0,팔달구,31013690.0,고등동,Godeung-dong in Paldal-gu,2
1986,강원도,32060.0,속초시,32060560.0,교동,Gyo-dong in Sokcho-si,2
2001,강원도,32070.0,삼척시,32070530.0,교동,Gyo-dong in Samcheok-si,2
2184,충청북도,33030.0,제천시,33030510.0,교동,Gyo-dong in Jecheon-si,2
1899,강원도,32010.0,춘천시,32010520.0,교동,Gyo-dong in Chuncheon-si,2
3596,경상남도,38080.0,밀양시,38080530.0,교동,Gyo-dong in Miryang-si,2
763,대구광역시,22050.0,북구,22050790.0,구암동,Guam-dong in Buk-gu in Daegu,3
2556,전라북도,35020.0,군산시,35020670.0,구암동,Guam-dong in Gunsan-si,2
1858,경기도,31550.0,연천군,31550310.0,군남면,Gunnam-myeon in Yeoncheon-gun,2
3026,전라남도,36640.0,영광군,36640350.0,군남면,Gunnam-myeon in Yeonggwang-gun,2
1829,경기도,31270.0,포천시,31270310.0,군내면,Gunnae-myeon in Pocheon-si,2
3057,전라남도,36670.0,진도군,36670310.0,군내면,Gunnae-myeon in Jindo-gun,3
2214,충청북도,33530.0,옥천군,33530380.0,군북면,Gunbuk-myeon in Okcheon-gun,2
3648,경상남도,38520.0,함안군,38520320.0,군북면,Gunbuk-myeon in Haman-gun,2
2414,충청남도,34510.0,금산군,34510340.0,군북면,Gunbuk-myeon in Geumsan-gun,2
3025,전라남도,36640.0,영광군,36640340.0,군서면,Gunseo-myeon in Yeonggwang-gun,2
2994,전라남도,36610.0,영암군,36610360.0,군서면,Gunseo-myeon in Yeongam-gun,2
2213,충청북도,33530.0,옥천군,33530370.0,군서면,Gunseo-myeon in Okcheon-gun,2
1618,경기도,31150.0,시흥시,31150680.0,군자동,Gunja-dong in Siheung-si,2
72,서울특별시,11050.0,광진구,11050540.0,군자동,Gunja-dong in Gwangjin-gu,3
2060,강원도,32560.0,철원군,32560320.0,근남면,Geunnam-myeon in Cheorwon-gun,2
3424,경상북도,37620.0,울진군,37620330.0,근남면,Geunnam-myeon in Uljin-gun,3
1376,경기도,31023.0,분당구,31023710.0,금곡동,Geumgok-dong in Bundang-gu,2
1296,경기도,31012.0,권선구,31012650.0,금곡동,Geumgok-dong in Gwonseon-gu,2
1599,경기도,31130.0,남양주시,31130530.0,금곡동,Geumgok-dong in Namyangju-si,2
560,부산광역시,21080.0,북구,21080540.0,금곡동,Geumgok-dong in Buk-gu in Busan,3
1257,세종특별자치시,29010.0,세종특별자치시,29010340.0,금남면,Geumnam-myeon in Sejong City,2
3703,경상남도,38560.0,하동군,38560360.0,금남면,Geumnam-myeon in Hadong-gun,2
2466,충청남도,34560.0,홍성군,34560320.0,금마면,Geumma-myeon in Hongseong-gun,2
2575,전라북도,35030.0,익산시,35030400.0,금마면,Geumma-myeon in Iksan-si,2
3509,경상남도,38030.0,진주시,38030400.0,금산면,Geumsan-myeon in Jinju-si,3
2656,전라북도,35060.0,김제시,35060430.0,금산면,Geumsan-myeon in Gimje-si,2
2909,전라남도,36550.0,고흥군,36550330.0,금산면,Geumsan-myeon in Goheung-gun,2
2411,충청남도,34510.0,금산군,34510310.0,금성면,Geumseong-myeon in Geumsan-gun,2
3709,경상남도,38560.0,하동군,38560370.0,금성면,Geumseong-myeon in Hadong-gun,2
2878,전라남도,36510.0,담양군,36510370.0,금성면,Geumseong-myeon in Damyang-gun,2
3320,경상북도,37520.0,의성군,37520370.0,금성면,Geumseong-myeon in Uiseong-gun,2
2177,충청북도,33030.0,제천시,33030310.0,금성면,Geumseong-myeon in Jecheon-si,2
2846,전라남도,36040.0,나주시,36040390.0,금천면,Geumcheon-myeon in Naju-si,2
3365,경상북도,37560.0,청도군,37560360.0,금천면,Geumcheon-myeon in Cheongdo-gun,2
2868,전라남도,36060.0,광양시,36060560.0,금호동,Geumho-dong in Gwangyang-si,2
1985,강원도,32060.0,속초시,32060540.0,금호동,Geumho-dong in Sokcho-si,2
2442,충청남도,34540.0,서천군,34540330.0,기산면,Gisan-myeon in Seocheon-gun,2
3395,경상북도,37590.0,칠곡군,37590370.0,기산면,Gisan-myeon in Chilgok-gun,2
2031,강원도,32530.0,영월군,32530340.0,남면,Nam-myeon in Yeongwol-gun,2
3033,전라남도,36650.0,장성군,36650320.0,남면,Nam-myeon in Jangseong-gun,2
3691,경상남도,38550.0,남해군,38550350.0,남면,Nam-myeon in Namhae-gun,2
2429,충청남도,34530.0,부여군,34530380.0,남면,Nam-myeon in Buyeo-gun,2
2011,강원도,32510.0,홍천군,32510360.0,남면,Nam-myeon in Hongcheon-gun,2
1818,경기도,31260.0,양주시,31260320.0,남면,Nam-myeon in Yangju-si,2
2049,강원도,32550.0,정선군,32550320.0,남면,Nam-myeon in Jeongseon-gun,2
2491,충청남도,34580.0,태안군,34580320.0,남면,Nam-myeon in Taean-gun,2
2080,강원도,32590.0,인제군,32590310.0,남면,Nam-myeon in Inje-gun,2
2788,전라남도,36020.0,여수시,36020340.0,남면,Nam-myeon in Yeosu-si,2
3139,경상북도,37030.0,김천시,37030320.0,남면,Nam-myeon in Gimcheon-si,2
1893,강원도,32010.0,춘천시,32010350.0,남면,Nam-myeon in Chuncheon-si,2
3246,경상북도,37070.0,영천시,37070550.0,남부동,Nambu-dong in Yeongcheon-si,2
3298,경상북도,37100.0,경산시,37100540.0,남부동,Nambu-dong in Gyeongsan-si,2
3294,경상북도,37100.0,경산시,37100340.0,남산면,Namsan-myeon in Gyeongsan-si,2
1898,강원도,32010.0,춘천시,32010360.0,남산면,Namsan-myeon in Chuncheon-si,2
2000,강원도,32070.0,삼척시,32070510.0,남양동,Namyang-dong in Samcheok-si,2
3559,경상남도,38060.0,사천시,38060590.0,남양동,Namyang-dong in Sacheon-si,2
2915,전라남도,36550.0,고흥군,36550410.0,남양면,Namyang-myeon in Goheung-gun,2
2459,충청남도,34550.0,청양군,34550370.0,남양면,Namyang-myeon in Cheongyang-gun,2
2416,충청남도,34510.0,금산군,34510360.0,남이면,Nami-myeon in Geumsan-gun,2
2117,충청북도,33042.0,서원구,33042310.0,남이면,Nami-myeon in Seowon-gu,2
2415,충청남도,34510.0,금산군,34510350.0,남일면,Namil-myeon in Geumsan-gun,2
2106,충청북도,33041.0,상당구,33041340.0,남일면,Namil-myeon in Sangdang-gu,2
350,서울특별시,11210.0,관악구,11210630.0,남현동,Namhyeon-dong in Gwanak-gu,2
2187,충청북도,33030.0,제천시,33030700.0,남현동,Namhyeon-dong in Jecheon-si,2
380,서울특별시,11220.0,서초구,11220680.0,내곡동,Naegok-dong in Seocho-gu,2
1958,강원도,32030.0,강릉시,32030610.0,내곡동,Naegok-dong in Gangneung-si,2
2008,강원도,32510.0,홍천군,32510330.0,내촌면,Naechon-myeon in Hongcheon-gun,2
1830,경기도,31270.0,포천시,31270320.0,내촌면,Naechon-myeon in Pocheon-si,2
383,서울특별시,11230.0,강남구,11230520.0,논현1동,Nonhyeon 1(il)-dong in Gangnam-gu,2
909,인천광역시,23050.0,남동구,23050720.0,논현1동,Nonhyeon 1(il)-dong in Namdong-gu,2
384,서울특별시,11230.0,강남구,11230530.0,논현2동,Nonhyeon 2(i)-dong in Gangnam-gu,2
910,인천광역시,23050.0,남동구,23050730.0,논현2동,Nonhyeon 2(i)-dong in Namdong-gu,2
1630,경기도,31150.0,시흥시,31150670.0,능곡동,Neunggok-dong in Siheung-si,2
1536,경기도,31101.0,덕양구,31101610.0,능곡동,Neunggok-dong in Deogyang-gu,2
3718,경상남도,38570.0,산청군,38570370.0,단성면,Danseong-myeon in Sancheong-gun,2
2268,충청북도,33580.0,단양군,33580310.0,단성면,Danseong-myeon in Danyang-gun,2
3383,경상북도,37580.0,성주군,37580360.0,대가면,Daega-myeon in Seongju-gun,2
3676,경상남도,38540.0,고성군,38540350.0,대가면,Daega-myeon in Goseong-gun in Gyeongsangnam-do,3
2625,전라북도,35050.0,남원시,35050360.0,대강면,Daegang-myeon in Namwon-si,2
2263,충청북도,33580.0,단양군,33580320.0,대강면,Daegang-myeon in Danyang-gun,2
1747,경기도,31220.0,안성시,31220350.0,대덕면,Daedeok-myeon in Anseong-si,2
2876,전라남도,36510.0,담양군,36510350.0,대덕면,Daedeok-myeon in Damyang-gun,2
3150,경상북도,37030.0,김천시,37030430.0,대덕면,Daedeok-myeon in Gimcheon-si,2
3567,경상남도,38070.0,김해시,38070370.0,대동면,Daedong-myeon in Gimhae-si,2
3014,전라남도,36630.0,함평군,36630350.0,대동면,Daedong-myeon in Hampyeong-gun,2
3650,경상남도,38520.0,함안군,38520340.0,대산면,Daesan-myeon in Haman-gun,2
2737,전라북도,35570.0,고창군,35570380.0,대산면,Daesan-myeon in Gochang-gun,2
3441,경상남도,38111.0,의창구,38111320.0,대산면,Daesan-myeon in Uichang-gu,2
2626,전라북도,35050.0,남원시,35050370.0,대산면,Daesan-myeon in Namwon-si,2
683,대구광역시,22010.0,중구,22010620.0,대신동,Daesin-dong in Jung-gu in Daegu,4
3155,경상북도,37030.0,김천시,37030560.0,대신동,Daesin-dong in Gimcheon-si,3
1612,경기도,31150.0,시흥시,31150510.0,대야동,Daeya-dong in Siheung-si,2
1641,경기도,31160.0,군포시,31160630.0,대야동,Daeya-dong in Gunpo-si,2
1115,대전광역시,25010.0,동구,25010730.0,대청동,Daecheong-dong in Dong-gu in Daejeon,3
457,부산광역시,21010.0,중구,21010530.0,대청동,Daecheong-dong in Jung-gu in Busan,3
755,대구광역시,22050.0,북구,22050840.0,대현동,Daehyeon-dong in Buk-gu in Daegu,3
1214,울산광역시,26020.0,남구,26020620.0,대현동,Daehyeon-dong in Nam-gu in Ulsan,3
1176,대전광역시,25050.0,대덕구,25050520.0,대화동,Daehwa-dong in Daedeok-gu,2
1567,경기도,31104.0,일산서구,31104570.0,대화동,Daehwa-dong in Ilsanseo-gu,2
225,서울특별시,11140.0,마포구,11140600.0,대흥동,Daeheung-dong in Mapo-gu,2
1121,대전광역시,25020.0,중구,25020550.0,대흥동,Daeheung-dong in Jung-gu in Daejeon,3
3369,경상북도,37570.0,고령군,37570310.0,덕곡면,Deokgok-myeon in Goryeong-gun,2
3756,경상남도,38600.0,합천군,38600380.0,덕곡면,Deokgok-myeon in Hapcheon-gun,2
2180,충청북도,33030.0,제천시,33030340.0,덕산면,Deoksan-myeon in Jecheon-si,2
2482,충청남도,34570.0,예산군,34570360.0,덕산면,Deoksan-myeon in Yesan-gun,2
3172,경상북도,37040.0,안동시,37040420.0,도산면,Dosan-myeon in Andong-si,2
3532,경상남도,38050.0,통영시,38050320.0,도산면,Dosan-myeon in Tongyeong-si,2
2964,전라남도,36590.0,강진군,36590350.0,도암면,Doam-myeon in Gangjin-gun,3
2942,전라남도,36570.0,화순군,36570370.0,도암면,Doam-myeon in Hwasun-gun,2
813,대구광역시,22070.0,달서구,22070680.0,도원동,Dowon-dong in Dalseo-gu,2
833,인천광역시,23010.0,중구,23010560.0,도원동,Dowon-dong in Jung-gu in Incheon,3
2842,전라남도,36040.0,나주시,36040350.0,동강면,Donggang-myeon in Naju-si,2
2916,전라남도,36550.0,고흥군,36550420.0,동강면,Donggang-myeon in Goheung-gun,2
2280,충청남도,34011.0,동남구,34011370.0,동면,Dong-myeon in Dongnam-gu,2
3618,경상남도,38100.0,양산시,38100310.0,동면,Dong-myeon in Yangsan-si,2
2947,전라남도,36570.0,화순군,36570420.0,동면,Dong-myeon in Hwasun-gun,2
2075,강원도,32580.0,양구군,32580320.0,동면,Dong-myeon in Yanggu-gun,2
1890,강원도,32010.0,춘천시,32010310.0,동면,Dong-myeon in Chuncheon-si,2
1984,강원도,32060.0,속초시,32060520.0,동명동,Dongmyeong-dong in Sokcho-si,2
998,광주광역시,24010.0,동구,24010540.0,동명동,Dongmyeong-dong in Dong-gu in Gwangju,3
2768,전라남도,36010.0,목포시,36010620.0,동명동,Dongmyeong-dong in Mokpo-si,2
3269,경상북도,37080.0,상주시,37080550.0,동문동,Dongmun-dong in Sangju-si,2
2791,전라남도,36020.0,여수시,36020510.0,동문동,Dongmun-dong in Yeosu-si,2
1679,경기도,31191.0,처인구,31191540.0,동부동,Dongbu-dong in Cheoin-gu,3
3302,경상북도,37100.0,경산시,37100520.0,동부동,Dongbu-dong in Gyeongsan-si,2
3242,경상북도,37070.0,영천시,37070510.0,동부동,Dongbu-dong in Yeongcheon-si,2
1703,경기도,31193.0,수지구,31193560.0,동천동,Dongcheon-dong in Suji-gu,2
1028,광주광역시,24020.0,서구,24020700.0,동천동,Dongcheon-dong in Seo-gu in Gwangju,3
766,대구광역시,22050.0,북구,22050820.0,동천동,Dongcheon-dong in Buk-gu in Daegu,3
3133,경상북도,37020.0,경주시,37020640.0,동천동,Dongcheon-dong in Gyeongju-si,2
3683,경상남도,38540.0,고성군,38540420.0,동해면,Donghae-myeon in Goseong-gun in Gyeongsangnam-do,3
3086,경상북도,37011.0,남구,37011320.0,동해면,Donghae-myeon in Nam-gu in Gyeongsangbuk-do,3
2900,전라남도,36530.0,구례군,36530340.0,마산면,Masan-myeon in Gurye-gun,2
2981,전라남도,36600.0,해남군,36600390.0,마산면,Masan-myeon in Haenam-gun,2
2444,충청남도,34540.0,서천군,34540350.0,마산면,Masan-myeon in Seocheon-gun,2
2824,전라남도,36030.0,순천시,36030540.0,매곡동,Maegok-dong in Suncheon-si,2
1069,광주광역시,24040.0,북구,24040710.0,매곡동,Maegok-dong in Buk-gu in Gwangju,3
527,부산광역시,21060.0,동래구,21060650.0,명륜동,Myeongnyun-dong in Dongnae-gu,2
3175,경상북도,37040.0,안동시,37040520.0,명륜동,Myeongnyun-dong in Andong-si,2
3499,경상남도,38030.0,진주시,38030110.0,문산읍,Munsan-eup in Jinju-si,3
1709,경기도,31200.0,파주시,31200110.0,문산읍,Munsan-eup in Paju-si,2
3463,경상남도,38113.0,마산합포구,38113540.0,문화동,Munhwa-dong in Masanhappo-gu,2
1061,광주광역시,24040.0,북구,24040640.0,문화동,Munhwa-dong in Buk-gu in Gwangju,3
2168,충청북도,33020.0,충주시,33020570.0,문화동,Munhwa-dong in Chungju-si,2
2331,충청남도,34030.0,보령시,34030390.0,미산면,Misan-myeon in Boryeong-si,2
1861,경기도,31550.0,연천군,31550340.0,미산면,Misan-myeon in Yeoncheon-gun,2
360,서울특별시,11210.0,관악구,11210830.0,미성동,Miseong-dong in Gwanak-gu,2
2563,전라북도,35020.0,군산시,35020730.0,미성동,Miseong-dong in Gunsan-si,2
1508,경기도,31091.0,상록구,31091710.0,반월동,Banwol-dong in Sangnok-gu,2
1790,경기도,31240.0,화성시,31240550.0,반월동,Banwol-dong in Hwaseong-si,2
2752,전라북도,35580.0,부안군,35580380.0,백산면,Baeksan-myeon in Buan-gun,2
2645,전라북도,35060.0,김제시,35060320.0,백산면,Baeksan-myeon in Gimje-si,2
2182,충청북도,33030.0,제천시,33030360.0,백운면,Baegun-myeon in Jecheon-si,2
2682,전라북도,35520.0,진안군,35520350.0,백운면,Baegun-myeon in Jinan-gun,3
3733,경상남도,38580.0,함양군,38580400.0,병곡면,Byeonggok-myeon in Hamyang-gun,2
3355,경상북도,37550.0,영덕군,37550370.0,병곡면,Byeonggok-myeon in Yeongdeok-gun,2
3749,경상남도,38600.0,합천군,38600310.0,봉산면,Bongsan-myeon in Hapcheon-gun,2
3143,경상북도,37030.0,김천시,37030360.0,봉산면,Bongsan-myeon in Gimcheon-si,2
2872,전라남도,36510.0,담양군,36510310.0,봉산면,Bongsan-myeon in Damyang-gun,2
2483,충청남도,34570.0,예산군,34570370.0,봉산면,Bongsan-myeon in Yesan-gun,2
1966,강원도,32040.0,동해시,32040540.0,부곡동,Bugok-dong in Donghae-si,2
1505,경기도,31091.0,상록구,31091570.0,부곡동,Bugok-dong in Sangnok-gu,2
1646,경기도,31170.0,의왕시,31170520.0,부곡동,Bugok-dong in Uiwang-si,2
3334,경상북도,37530.0,청송군,37530320.0,부남면,Bunam-myeon in Cheongsong-gun,2
2694,전라북도,35530.0,무주군,35530350.0,부남면,Bunam-myeon in Muju-gun,2
1419,경기도,31042.0,동안구,31042580.0,부림동,Burim-dong in Dongan-gu,2
1575,경기도,31110.0,과천시,31110540.0,부림동,Burim-dong in Gwacheon-si,2
3220,경상북도,37060.0,영주시,37060390.0,부석면,Buseok-myeon in Yeongju-si,2
2360,충청남도,34050.0,서산시,34050320.0,부석면,Buseok-myeon in Seosan-si,2
1415,경기도,31042.0,동안구,31042540.0,부흥동,Buheung-dong in Dongan-gu,2
2781,전라남도,36010.0,목포시,36010760.0,부흥동,Buheung-dong in Mokpo-si,2
3423,경상북도,37620.0,울진군,37620310.0,북면,Buk-myeon in Uljin-gun,3
3434,경상북도,37630.0,울릉군,37630320.0,북면,Buk-myeon in Ulleung-gun,2
1872,경기도,31570.0,가평군,31570350.0,북면,Buk-myeon in Gapyeong-gun,2
2030,강원도,32530.0,영월군,32530330.0,북면,Buk-myeon in Yeongwol-gun,2
3440,경상남도,38111.0,의창구,38111310.0,북면,Buk-myeon in Uichang-gu,2
2276,충청남도,34011.0,동남구,34011330.0,북면,Buk-myeon in Dongnam-gu,2
2596,전라북도,35040.0,정읍시,35040310.0,북면,Buk-myeon in Jeongeup-si,2
2081,강원도,32590.0,인제군,32590320.0,북면,Buk-myeon in Inje-gun,2
3301,경상북도,37100.0,경산시,37100550.0,북부동,Bukbu-dong in Gyeongsan-si,2
3572,경상남도,38070.0,김해시,38070550.0,북부동,Bukbu-dong in Gimhae-si,2
3040,전라남도,36650.0,장성군,36650390.0,북이면,Bugi-myeon in Jangseong-gun,2
2143,충청북도,33044.0,청원구,33044310.0,북이면,Bugi-myeon in Cheongwon-gu,2
2978,전라남도,36600.0,해남군,36600360.0,북일면,Bugil-myeon in Haenam-gun,2
3039,전라남도,36650.0,장성군,36650380.0,북일면,Bugil-myeon in Jangseong-gun,2
2977,전라남도,36600.0,해남군,36600350.0,북평면,Bukpyeong-myeon in Haenam-gun,2
2050,강원도,32550.0,정선군,32550340.0,북평면,Bukpyeong-myeon in Jeongseon-gun,2
2671,전라북도,35510.0,완주군,35510370.0,비봉면,Bibong-myeon in Wanju-gun,2
2461,충청남도,34550.0,청양군,34550390.0,비봉면,Bibong-myeon in Cheongyang-gun,2
1778,경기도,31240.0,화성시,31240330.0,비봉면,Bibong-myeon in Hwaseong-si,2
1412,경기도,31042.0,동안구,31042510.0,비산1동,Bisan 1(il)-dong in Dongan-gu,2
717,대구광역시,22030.0,서구,22030540.0,비산1동,Bisan 1(il)-dong in Seo-gu in Daegu,3
3317,경상북도,37520.0,의성군,37520340.0,사곡면,Sagok-myeon in Uiseong-gun,2
2314,충청남도,34020.0,공주시,34020390.0,사곡면,Sagok-myeon in Gongju-si,2
531,부산광역시,21060.0,동래구,21060580.0,사직1동,Sajik 1(il)-dong in Dongnae-gu,2
2119,충청북도,33042.0,서원구,33042510.0,사직1동,Sajik 1(il)-dong in Seowon-gu,2
532,부산광역시,21060.0,동래구,21060590.0,사직2동,Sajik 2(i)-dong in Dongnae-gu,2
2120,충청북도,33042.0,서원구,33042520.0,사직2동,Sajik 2(i)-dong in Seowon-gu,2
3,서울특별시,11010.0,종로구,11010530.0,사직동,Sajik-dong in Jongno-gu,2
1035,광주광역시,24030.0,남구,24030540.0,사직동,Sajik-dong in Nam-gu in Gwangju,3
2608,전라북도,35040.0,정읍시,35040430.0,산내면,Sannae-myeon in Jeongeup-si,2
2633,전라북도,35050.0,남원시,35050450.0,산내면,Sannae-myeon in Namwon-si,2
3586,경상남도,38080.0,밀양시,38080340.0,산내면,Sannae-myeon in Miryang-si,2
3120,경상북도,37020.0,경주시,37020340.0,산내면,Sannae-myeon in Gyeongju-si,2
2630,전라북도,35050.0,남원시,35050410.0,산동면,Sandong-myeon in Namwon-si,2
2903,전라남도,36530.0,구례군,36530370.0,산동면,Sandong-myeon in Gurye-gun,2
3278,경상북도,37090.0,문경시,37090340.0,산북면,Sanbuk-myeon in Mungyeong-si,2
1851,경기도,31280.0,여주시,31280350.0,산북면,Sanbuk-myeon in Yeoju-si,2
1134,대전광역시,25020.0,중구,25020690.0,산성동,Sanseong-dong in Jung-gu in Daejeon,3
1338,경기도,31021.0,수정구,31021610.0,산성동,Sanseong-dong in Sujeong-gu,2
2609,전라북도,35040.0,정읍시,35040440.0,산외면,Sanoe-myeon in Jeongeup-si,2
3585,경상남도,38080.0,밀양시,38080330.0,산외면,Sanoe-myeon in Miryang-si,2
2204,충청북도,33520.0,보은군,33520400.0,산외면,Sanoe-myeon in Boeun-gun,2
3036,전라남도,36650.0,장성군,36650350.0,삼계면,Samgye-myeon in Jangseong-gun,2
2711,전라북도,35550.0,임실군,35550370.0,삼계면,Samgye-myeon in Imsil-gun,2
2578,전라북도,35030.0,익산시,35030430.0,삼기면,Samgi-myeon in Iksan-si,2
2886,전라남도,36520.0,곡성군,36520320.0,삼기면,Samgi-myeon in Gokseong-gun,2
1249,울산광역시,26510.0,울주군,26510400.0,삼동면,Samdong-myeon in Ulju-gun,2
3689,경상남도,38550.0,남해군,38550330.0,삼동면,Samdong-myeon in Namhae-gun,2
1210,울산광역시,26020.0,남구,26020570.0,삼산동,Samsan-dong in Nam-gu in Ulsan,3
2825,전라남도,36030.0,순천시,36030550.0,삼산동,Samsan-dong in Suncheon-si,2
984,인천광역시,23510.0,강화군,23510410.0,삼산면,Samsan-myeon in Ganghwa-gun,2
2790,전라남도,36020.0,여수시,36020360.0,삼산면,Samsan-myeon in Yeosu-si,2
3672,경상남도,38540.0,고성군,38540310.0,삼산면,Samsan-myeon in Goseong-gun in Gyeongsangnam-do,3
2973,전라남도,36600.0,해남군,36600310.0,삼산면,Samsan-myeon in Haenam-gun,2
1114,대전광역시,25010.0,동구,25010800.0,삼성동,Samseong-dong in Dong-gu in Daejeon,3
3624,경상남도,38100.0,양산시,38100520.0,삼성동,Samseong-dong in Yangsan-si,2
2593,전라북도,35030.0,익산시,35030700.0,삼성동,Samseong-dong in Iksan-si,2
