시도,중분류,시군구,소분류,읍면동,영문 표기
강원도,32030,강릉시,32030110,주문진읍,Jumunjin-eup
강원도,32030,강릉시,32030310,성산면,Seongsan-myeon
강원도,32030,강릉시,32030320,왕산면,Wangsan-myeon
강원도,32030,강릉시,32030330,구정면,Gujeong-myeon
강원도,32030,강릉시,32030340,강동면,Gangdong-myeon
강원도,32030,강릉시,32030350,옥계면,Okgye-myeon
강원도,32030,강릉시,32030360,사천면,Sacheon-myeon
강원도,32030,강릉시,32030370,연곡면,Yeongok-myeon
강원도,32030,강릉시,32030510,홍제동,Hongje-dong
강원도,32030,강릉시,32030520,중앙동,Jungang-dong
강원도,32030,강릉시,32030540,옥천동,Okcheon-dong
강원도,32030,강릉시,32030550,교1동,Gyo 1(il)-dong
강원도,32030,강릉시,32030560,교2동,Gyo 2(i)-dong
강원도,32030,강릉시,32030570,포남1동,Ponam 1(il)-dong
강원도,32030,강릉시,32030580,포남2동,Ponam 2(i)-dong
강원도,32030,강릉시,32030590,초당동,Chodang-dong
강원도,32030,강릉시,32030600,송정동,Songjeong-dong
강원도,32030,강릉시,32030610,내곡동,Naegok-dong
강원도,32030,강릉시,32030620,강남동,Gangnam-dong
강원도,32030,강릉시,32030650,성덕동,Seongdeok-dong
강원도,32030,강릉시,32030670,경포동,Gyeongpo-dong
강원도,32040,동해시,,,Donghae-si
강원도,32040,동해시,32040510,천곡동,Cheongok-dong
강원도,32040,동해시,32040520,송정동,Songjeong-dong
강원도,32040,동해시,32040530,북삼동,Buksam-dong
강원도,32040,동해시,32040540,부곡동,Bugok-dong
강원도,32040,동해시,32040550,동호동,Dongho-dong
강원도,32040,동해시,32040570,발한동,Balhan-dong
강원도,32040,동해시,32040590,묵호동,Mukho-dong
강원도,32040,동해시,32040600,북평동,Bukpyeong-dong
강원도,32040,동해시,32040630,망상동,Mangsang-dong
강원도,32040,동해시,32040650,삼화동,Samhwa-dong
강원도,32050,태백시,,,Taebaek-si
강원도,32050,태백시,32050510,황지동,Hwangji-dong
강원도,32050,태백시,32050520,황연동,Hwangyeon-dong
강원도,32050,태백시,32050530,삼수동,Samsu-dong
강원도,32050,태백시,32050540,상장동,Sangjang-dong
강원도,32050,태백시,32050620,문곡소도동,Mungoksodo-dong
강원도,32050,태백시,32050560,장성동,Jangseong-dong
강원도,32050,태백시,32050550,구문소동,Gumunso-dong
강원도,32050,태백시,32050580,철암동,Cheoram-dong
강원도,32060,속초시,,,Sokcho-si
강원도,32060,속초시,32060510,영랑동,Yeongnang-dong
강원도,32060,속초시,32060520,동명동,Dongmyeong-dong
강원도,32060,속초시,32060540,금호동,Geumho-dong
강원도,32060,속초시,32060560,교동,Gyo-dong
강원도,32060,속초시,32060570,노학동,Nohak-dong
강원도,32060,속초시,32060580,조양동,Joyang-dong
강원도,32060,속초시,32060590,청호동,Cheongho-dong
강원도,32060,속초시,32060600,대포동,Daepo-dong
강원도,32070,삼척시,,,Samcheok-si
강원도,32070,삼척시,32070110,도계읍,Dogye-eup
강원도,32070,삼척시,32070120,원덕읍,Wondeok-eup
강원도,32070,삼척시,32070310,근덕면,Geundeok-myeon
강원도,32070,삼척시,32070320,하장면,Hajang-myeon
강원도,32070,삼척시,32070330,노곡면,Nogok-myeon
강원도,32070,삼척시,32070340,미로면,Miro-myeon
강원도,32070,삼척시,32070350,가곡면,Gagok-myeon
강원도,32070,삼척시,32070360,신기면,Singi-myeon
강원도,32070,삼척시,32070510,남양동,Namyang-dong
강원도,32070,삼척시,32070530,교동,Gyo-dong
강원도,32070,삼척시,32070540,정라동,Jeongna-dong
강원도,32070,삼척시,32070520,성내동,Seongnae-dong
강원도,32510,홍천군,,,Hongcheon-gun
강원도,32510,홍천군,32510110,홍천읍,Hongcheon-eup
강원도,32510,홍천군,32510310,화촌면,Hwachon-myeon
강원도,32510,홍천군,32510320,두촌면,Duchon-myeon
강원도,32510,홍천군,32510330,내촌면,Naechon-myeon
강원도,32510,홍천군,32510340,서석면,Seoseok-myeon
강원도,32510,홍천군,32510400,영귀미면,Yeonggwimi-myeon
강원도,32510,홍천군,32510360,남면,Nam-myeon
강원도,32510,홍천군,32510370,서면,Seo-myeon
강원도,32510,홍천군,32510380,북방면,Bukbang-myeon
강원도,32510,홍천군,32510390,내면,Nae-myeon
강원도,32520,횡성군,,,Hoengseong-gun
강원도,32520,횡성군,32520110,횡성읍,Hoengseong-eup
강원도,32520,횡성군,32520310,우천면,Ucheon-myeon
강원도,32520,횡성군,32520320,안흥면,Anheung-myeon
강원도,32520,횡성군,32520330,둔내면,Dunnae-myeon
강원도,32520,횡성군,32520340,갑천면,Gapcheon-myeon
강원도,32520,횡성군,32520350,청일면,Cheongil-myeon
강원도,32520,횡성군,32520360,공근면,Gonggeun-myeon
강원도,32520,횡성군,32520370,서원면,Seowon-myeon
강원도,32520,횡성군,32520380,강림면,Gangnim-myeon
강원도,32530,영월군,,,Yeongwol-gun
강원도,32530,영월군,32530110,영월읍,Yeongwol-eup
강원도,32530,영월군,32530120,상동읍,Sangdong-eup
강원도,32530,영월군,32530410,산솔면,Sansol-myeon
강원도,32530,영월군,32530380,김삿갓면,Gimsatgat-myeon
강원도,32530,영월군,32530330,북면,Buk-myeon
강원도,32530,영월군,32530340,남면,Nam-myeon
강원도,32530,영월군,32530390,한반도면,Hanbando-myeon
강원도,32530,영월군,32530360,주천면,Jucheon-myeon
강원도,32530,영월군,32530400,무릉도원면,Muneungdowon-myeon
강원도,32540,평창군,,,Pyeongchang-gun
강원도,32540,평창군,32540110,평창읍,Pyeongchang-eup
강원도,32540,평창군,32540310,미탄면,Mitan-myeon
강원도,32540,평창군,32540320,방림면,Bangnim-myeon
강원도,32540,평창군,32540330,대화면,Daehwa-myeon
강원도,32540,평창군,32540340,봉평면,Bongpyeong-myeon
강원도,32540,평창군,32540350,용평면,Yongpyeong-myeon
강원도,32540,평창군,32540360,진부면,Jinbu-myeon
강원도,32540,평창군,32540370,대관령면,Daegwallyeong-myeon
강원도,32550,정선군,,,Jeongseon-gun
강원도,32550,정선군,32550110,정선읍,Jeongseon-eup
강원도,32550,정선군,32550120,고한읍,Gohan-eup
강원도,32550,정선군,32550130,사북읍,Sabuk-eup
강원도,32550,정선군,32550140,신동읍,Sindong-eup
강원도,32550,정선군,32550320,남면,Nam-myeon
강원도,32550,정선군,32550340,북평면,Bukpyeong-myeon
강원도,32550,정선군,32550350,임계면,Imgye-myeon
강원도,32550,정선군,32550360,화암면,Hwaam-myeon
강원도,32550,정선군,32550370,여량면,Yeoryang-myeon
강원도,32560,철원군,,,Cheorwon-gun
강원도,32560,철원군,32560110,철원읍,Cheorwon-eup
강원도,32560,철원군,32560120,김화읍,Gimhwa-eup
강원도,32560,철원군,32560130,갈말읍,Galmal-eup
강원도,32560,철원군,32560140,동송읍,Dongsong-eup
강원도,32560,철원군,32560310,서면,Seo-myeon
강원도,32560,철원군,32560320,근남면,Geunnam-myeon
강원도,32560,철원군,32560210,근북면,Geunbuk-myeon
강원도,32560,철원군,32560260,근동면,Geundong-myeon
강원도,32560,철원군,32560270,원동면,Wondong-myeon
강원도,32560,철원군,32560280,원남면,Wonnam-myeon
강원도,32560,철원군,32560290,임남면,Imnam-myeon
강원도,32570,화천군,,,Hwacheon-gun
강원도,32570,화천군,32570110,화천읍,Hwacheon-eup
강원도,32570,화천군,32570310,간동면,Gandong-myeon
강원도,32570,화천군,32570320,하남면,Hanam-myeon
강원도,32570,화천군,32570330,상서면,Sangseo-myeon
강원도,32570,화천군,32570340,사내면,Sanae-myeon
강원도,32580,양구군,,,Yanggu-gun
강원도,32580,양구군,32580110,양구읍,Yanggu-eup
강원도,32580,양구군,32580350,국토정중앙면,Guktojeongjungang-myeon
강원도,32580,양구군,32580320,동면,Dong-myeon
강원도,32580,양구군,32580330,방산면,Bangsan-myeon
강원도,32580,양구군,32580340,해안면,Haean-myeon
강원도,32590,인제군,,,Inje-gun
강원도,32590,인제군,32590110,인제읍,Inje-eup
강원도,32590,인제군,32590310,남면,Nam-myeon
강원도,32590,인제군,32590320,북면,Buk-myeon
강원도,32590,인제군,32590330,기린면,Girin-myeon
강원도,32590,인제군,32590340,서화면,Seohwa-myeon
강원도,32590,인제군,32590350,상남면,Sangnam-myeon
강원도,32600,고성군,,,Goseong-gun
강원도,32600,고성군,32600110,간성읍,Ganseong-eup
강원도,32600,고성군,32600120,거진읍,Geojin-eup
강원도,32600,고성군,32600310,현내면,Hyeonnae-myeon
강원도,32600,고성군,32600320,죽왕면,Jugwang-myeon
강원도,32600,고성군,32600330,토성면,Toseong-myeon
강원도,32600,고성군,32600260,수동면,Sudong-myeon
강원도,32610,양양군,,,Yangyang-gun
강원도,32610,양양군,32610110,양양읍,Yangyang-eup
강원도,32610,양양군,32610310,서면,Seo-myeon
강원도,32610,양양군,32610320,손양면,Sonyang-myeon
강원도,32610,양양군,32610330,현북면,Hyeonbuk-myeon
강원도,32610,양양군,32610340,현남면,Hyeonnam-myeon
강원도,32610,양양군,32610350,강현면,Ganghyeon-myeon
,,,,,
충청북도,,,,,Chungcheongbuk-do
충청북도,33040,청주시,,,Cheongju-si
충청북도,33041,상당구,,,Sangdang-gu
충청북도,33041,상당구,33041310,낭성면,Nangseong-myeon
충청북도,33041,상당구,33041320,미원면,Miwon-myeon
충청북도,33041,상당구,33041330,가덕면,Gadeok-myeon
충청북도,33041,상당구,33041340,남일면,Namil-myeon
충청북도,33041,상당구,33041350,문의면,Munui-myeon
충청북도,33041,상당구,33041510,중앙동,Jungang-dong
충청북도,33041,상당구,33041520,성안동,Seongan-dong
충청북도,33041,상당구,33041530,탑대성동,Tapdaeseong-dong
충청북도,33041,상당구,33041540,영운동,Yeongun-dong
충청북도,33041,상당구,33041550,금천동,Geumcheon-dong
충청북도,33041,상당구,33041560,용담.명암.산성동,Yongdammyeongamsanseong-dong
충청북도,33041,상당구,33041570,용암1동,Yongam 1(il)-dong
충청북도,33041,상당구,33041580,용암2동,Yongam 2(I)-dong
충청북도,33042,서원구,,,Seowon-gu
충청북도,33042,서원구,33042310,남이면,Nami-myeon
충청북도,33042,서원구,33042320,현도면,Hyeondo-myeon
충청북도,33042,서원구,33042510,사직1동,Sajik 1(il)-dong
충청북도,33042,서원구,33042520,사직2동,Sajik 2(i)-dong
충청북도,33042,서원구,33042530,사창동,Sachang-dong
충청북도,33042,서원구,33042540,모충동,Mochung-dong
충청북도,33042,서원구,33042550,산남동,Sannam-dong
충청북도,33042,서원구,33042560,분평동,Bunpyeong-dong
충청북도,33042,서원구,33042570,수곡1동,Sugok 1(il)-dong
충청북도,33042,서원구,33042580,수곡2동,Sugok 2(i)-dong
충청북도,33042,서원구,33042590,성화.개신.죽림동,Seonghwagaesinjungnim-dong
충청북도,33043,흥덕구,,,Heungdeok-gu
충청북도,33043,흥덕구,33043110,오송읍,Osong-eup
충청북도,33043,흥덕구,33043310,강내면,Gangnae-myeon
충청북도,33043,흥덕구,33043320,옥산면,Oksan-myeon
충청북도,33043,흥덕구,33043510,운천.신봉동,Uncheonsinbong-dong
충청북도,33043,흥덕구,33043520,복대1동,Bokdae 1(il)-dong
충청북도,33043,흥덕구,33043530,복대2동,Bokdae 2(i)-dong
충청북도,33043,흥덕구,33043540,가경동,Gagyeong-dong
충청북도,33043,흥덕구,33043550,봉명1동,Bongmyeong 1(il)-dong
충청북도,33043,흥덕구,33043560,봉명2.송정동,Bongmyeong 2(i)songjeong-dong
충청북도,33043,흥덕구,33043570,강서1동,Gangseo 1(il)-dong
충청북도,33043,흥덕구,33043580,강서2동,Gangseo 2(i)-dong
충청북도,33044,청원구,,,Cheongwon-gu
충청북도,33044,청원구,33044110,내수읍,Naesu-eup
충청북도,33044,청원구,33044120,오창읍,Ochang-eup
충청북도,33044,청원구,33044310,북이면,Bugi-myeon
충청북도,33044,청원구,33044520,우암동,Uam-dong
충청북도,33044,청원구,33044530,내덕1동,Naedeok 1(il)-dong
충청북도,33044,청원구,33044540,내덕2동,Naedeok 2(i)-dong
충청북도,33044,청원구,33044550,율량.사천동,Yullyangsacheon-dong
충청북도,33044,청원구,33044510,오근장동,Ogeunjang-dong
충청북도,33020,충주시,,,Chungju-si
충청북도,33020,충주시,33020110,주덕읍,Judeok-eup
충청북도,33020,충주시,33020310,살미면,Salmi-myeon
충청북도,33020,충주시,33020320,수안보면,Suanbo-myeon
충청북도,33020,충주시,33020430,대소원면,Daesowon-myeon
충청북도,33020,충주시,33020340,신니면,Sinni-myeon
충청북도,33020,충주시,33020350,노은면,Noeun-myeon
충청북도,33020,충주시,33020360,앙성면,Angseong-myeon
충청북도,33020,충주시,33020440,중앙탑면,Jungangtap-myeon
충청북도,33020,충주시,33020380,금가면,Geumga-myeon
충청북도,33020,충주시,33020390,동량면,Dongnyang-myeon
충청북도,33020,충주시,33020400,산척면,Sancheok-myeon
충청북도,33020,충주시,33020410,엄정면,Eomjeong-myeon
충청북도,33020,충주시,33020420,소태면,Sotae-myeon
충청북도,33020,충주시,33020510,성내.충인동,Seongnaechungin-dong
충청북도,33020,충주시,33020530,교현.안림동,Gyohyeonalim-dong
충청북도,33020,충주시,33020540,교현2동,Gyohyeon 2(i)-dong
충청북도,33020,충주시,33020550,용산동,Yongsan-dong
충청북도,33020,충주시,33020560,지현동,Jihyeon-dong
충청북도,33020,충주시,33020570,문화동,Munhwa-dong
충청북도,33020,충주시,33020580,호암.직동,Hoamjik-dong
충청북도,33020,충주시,33020600,달천동,Dalcheon-dong
충청북도,33020,충주시,33020610,봉방동,Bongbang-dong
충청북도,33020,충주시,33020620,칠금.금릉동,Chilgeumgeumneung-dong
충청북도,33020,충주시,33020630,연수동,Yeonsu-dong
충청북도,33020,충주시,33020640,목행.용탄동,Mokhaengyongtan-dong
충청북도,33030,제천시,,,Jecheon-si
충청북도,33030,제천시,33030110,봉양읍,Bongyang-eup
충청북도,33030,제천시,33030310,금성면,Geumseong-myeon
충청북도,33030,제천시,33030320,청풍면,Cheongpung-myeon
충청북도,33030,제천시,33030330,수산면,Susan-myeon
충청북도,33030,제천시,33030340,덕산면,Deoksan-myeon
충청북도,33030,제천시,33030350,한수면,Hansu-myeon
충청북도,33030,제천시,33030360,백운면,Baegun-myeon
충청북도,33030,제천시,33030370,송학면,Songhak-myeon
충청북도,33030,제천시,33030510,교동,Gyo-dong
충청북도,33030,제천시,33030730,의림지동,Uilimji-dong
충청북도,33030,제천시,33030740,중앙동,jungang-dong
충청북도,33030,제천시,33030700,남현동,Namhyeon-dong
충청북도,33030,제천시,33030710,영서동,Yeongseo-dong
충청북도,33030,제천시,33030560,용두동,Yongdu-dong
충청북도,33030,제천시,33030720,신백동,Sinbaek-dong
충청북도,33030,제천시,33030590,청전동,Cheongjeon-dong
충청북도,33030,제천시,33030600,화산동,Hwasan-dong
충청북도,33520,보은군,,,Boeun-gun
충청북도,33520,보은군,33520110,보은읍,Boeun-eup
충청북도,33520,보은군,33520310,속리산면,Songnisan-myeon
충청북도,33520,보은군,33520320,장안면,Jangan-myeon
충청북도,33520,보은군,33520330,마로면,Maro-myeon
충청북도,33520,보은군,33520340,탄부면,Tanbu-myeon
충청북도,33520,보은군,33520350,삼승면,Samseung-myeon
충청북도,33520,보은군,33520360,수한면,Suhan-myeon
충청북도,33520,보은군,33520370,회남면,Hoenam-myeon
충청북도,33520,보은군,33520380,회인면,Hoein-myeon
충청북도,33520,보은군,33520390,내북면,Naebuk-myeon
충청북도,33520,보은군,33520400,산외면,Sanoe-myeon
충청북도,33530,옥천군,,,Okcheon-gun
충청북도,33530,옥천군,33530110,옥천읍,Okcheon-eup
충청북도,33530,옥천군,33530310,동이면,Dongi-myeon
충청북도,33530,옥천군,33530320,안남면,Annam-myeon
충청북도,33530,옥천군,33530330,안내면,Annae-myeon
충청북도,33530,옥천군,33530340,청성면,Cheongseong-myeon
충청북도,33530,옥천군,33530350,청산면,Cheongsan-myeon
충청북도,33530,옥천군,33530360,이원면,Iwon-myeon
충청북도,33530,옥천군,33530370,군서면,Gunseo-myeon
충청북도,33530,옥천군,33530380,군북면,Gunbuk-myeon
충청북도,33540,영동군,,,Yeongdong-gun
충청북도,33540,영동군,33540110,영동읍,Yeongdong-eup
충청북도,33540,영동군,33540310,용산면,Yongsan-myeon
충청북도,33540,영동군,33540320,황간면,Hwanggan-myeon
충청북도,33540,영동군,33540330,추풍령면,Chupungnyeong-myeon
충청북도,33540,영동군,33540340,매곡면,Maegok-myeon
충청북도,33540,영동군,33540350,상촌면,Sangchon-myeon
충청북도,33540,영동군,33540360,양강면,Yanggang-myeon
충청북도,33540,영동군,33540370,용화면,Yonghwa-myeon
충청북도,33540,영동군,33540380,학산면,Haksan-myeon
충청북도,33540,영동군,33540390,양산면,Yangsan-myeon
충청북도,33540,영동군,33540400,심천면,Simcheon-myeon
충청북도,33590,증평군,,,Jeungpyeong-gun
충청북도,33590,증평군,33590140,증평읍,Jeungpyeong-eup
충청북도,33590,증평군,33590310,도안면,Doan-myeon
충청북도,33550,진천군,,,Jincheon-gun
충청북도,33550,진천군,33550110,진천읍,Jincheon-eup
충청북도,33550,진천군,33550120,덕산읍,Deoksan-eup
충청북도,33550,진천군,33550320,초평면,Chopyeong-myeon
충청북도,33550,진천군,33550330,문백면,Munbaek-myeon
충청북도,33550,진천군,33550340,백곡면,Baekgok-myeon
충청북도,33550,진천군,33550350,이월면,Iwol-myeon
충청북도,33550,진천군,33550360,광혜원면,Gwanghyewon-myeon
충청북도,33560,괴산군,,,Goesan-gun
충청북도,33560,괴산군,33560110,괴산읍,Goesan-eup
충청북도,33560,괴산군,33560310,감물면,Gammul-myeon
충청북도,33560,괴산군,33560320,장연면,Jangyeon-myeon
충청북도,33560,괴산군,33560330,연풍면,Yeonpung-myeon
충청북도,33560,괴산군,33560340,칠성면,Chilseong-myeon
충청북도,33560,괴산군,33560350,문광면,Mungwang-myeon
충청북도,33560,괴산군,33560360,청천면,Cheongcheon-myeon
충청북도,33560,괴산군,33560370,청안면,Cheongan-myeon
충청북도,33560,괴산군,33560380,사리면,Sari-myeon
충청북도,33560,괴산군,33560390,소수면,Sosu-myeon
충청북도,33560,괴산군,33560400,불정면,Buljeong-myeon
충청북도,33570,음성군,,,Eumseong-gun
충청북도,33570,음성군,33570110,음성읍,Eumseong-eup
충청북도,33570,음성군,33570120,금왕읍,Geumwang-eup
충청북도,33570,음성군,33570310,소이면,Soi-myeon
충청북도,33570,음성군,33570320,원남면,Wonnam-myeon
충청북도,33570,음성군,33570330,맹동면,Maengdong-myeon
충청북도,33570,음성군,33570340,대소면,Daeso-myeon
충청북도,33570,음성군,33570350,삼성면,Samseong-myeon
충청북도,33570,음성군,33570360,생극면,Saenggeuk-myeon
충청북도,33570,음성군,33570370,감곡면,Gamgok-myeon
충청북도,33580,단양군,,,Danyang-gun
충청북도,33580,단양군,33580110,단양읍,Danyang-eup
충청북도,33580,단양군,33580120,매포읍,Maepo-eup
충청북도,33580,단양군,33580320,대강면,Daegang-myeon
충청북도,33580,단양군,33580330,가곡면,Gagok-myeon
충청북도,33580,단양군,33580340,영춘면,Yeongchun-myeon
충청북도,33580,단양군,33580350,어상천면,Eosangcheon-myeon
충청북도,33580,단양군,33580360,적성면,Jeokseong-myeon
충청북도,33580,단양군,33580310,단성면,Danseong-myeon
,,,,,
충청남도,,,,,Chungcheongnam-do
충청남도,34010,천안시,,,Cheonan-si
충청남도,34011,동남구,,,Dongnam-gu
충청남도,34011,동남구,34011110,목천읍,Mokcheon-eup
충청남도,34011,동남구,34011310,풍세면,Pungse-myeon
충청남도,34011,동남구,34011320,광덕면,Gwangdeok-myeon
충청남도,34011,동남구,34011330,북면,Buk-myeon
충청남도,34011,동남구,34011340,성남면,Seongnam-myeon
충청남도,34011,동남구,34011350,수신면,Susin-myeon
충청남도,34011,동남구,34011360,병천면,Byeongcheon-myeon
충청남도,34011,동남구,34011370,동면,Dong-myeon
충청남도,34011,동남구,34011510,중앙동,Jungang-dong
충청남도,34011,동남구,34011520,문성동,Munseong-dong
충청남도,34011,동남구,34011530,원성1동,Wonseong 1(il)-dong
충청남도,34011,동남구,34011540,원성2동,Wonseong 2(i)-dong
충청남도,34011,동남구,34011550,봉명동,Bongmyeong-dong
충청남도,34011,동남구,34011560,일봉동,Ilbong-dong
충청남도,34011,동남구,34011570,신방동,Sinbang-dong
충청남도,34011,동남구,34011580,청룡동,Cheongnyong-dong
충청남도,34011,동남구,34011590,신안동,Sinan-dong
충청남도,34012,서북구,,,Sebuk-gu
충청남도,34012,서북구,34012110,성환읍,Seonghwan-eup
충청남도,34012,서북구,34012120,성거읍,Seonggeo-eup
충청남도,34012,서북구,34012130,직산읍,Jiksan-eup
충청남도,34012,서북구,34012310,입장면,Ipjang-myeon
충청남도,34012,서북구,34012510,성정1동,Seongjeong 1(il)-dong
충청남도,34012,서북구,34012520,성정2동,Seongjeong 2(i)-dong
충청남도,34012,서북구,34012530,쌍용1동,Ssangyong 1(il)-dong
충청남도,34012,서북구,34012540,쌍용2동,Ssangyong 2(i)-dong
충청남도,34012,서북구,34012550,쌍용3동,Ssangyong 3(sam)-dong
충청남도,34012,서북구,34012580,백석동,Baekseok-dong
충청남도,34012,서북구,34012620,불당1동,Buldang 1(il)-dong
충청남도,34012,서북구,34012630,불당2동,Buldang 2(i)-dong
충청남도,34012,서북구,34012600,부성1동,Buseong 1(il)-dong
충청남도,34012,서북구,34012610,부성2동,Buseong 2(i)-dong
충청남도,34020,공주시,,,Gongju-si
충청남도,34020,공주시,34020110,유구읍,Yugu-eup
충청남도,34020,공주시,34020310,이인면,Iin-myeon
충청남도,34020,공주시,34020320,탄천면,Tancheon-myeon
충청남도,34020,공주시,34020330,계룡면,Gyeryong-myeon
충청남도,34020,공주시,34020340,반포면,Banpo-myeon
충청남도,34020,공주시,34020360,의당면,Uidang-myeon
충청남도,34020,공주시,34020370,정안면,Jeongan-myeon
충청남도,34020,공주시,34020380,우성면,Useong-myeon
충청남도,34020,공주시,34020390,사곡면,Sagok-myeon
충청남도,34020,공주시,34020400,신풍면,Sinpung-myeon
충청남도,34020,공주시,34020510,중학동,Junghak-dong
충청남도,34020,공주시,34020580,웅진동,Ungjin-dong
충청남도,34020,공주시,34020550,금학동,Geumhak-dong
충청남도,34020,공주시,34020560,옥룡동,Ongnyong-dong
충청남도,34020,공주시,34020570,신관동,Singwan-dong
충청남도,34020,공주시,34020590,월송동,wolsong-dong
충청남도,34030,보령시,,,Boryeong-si
충청남도,34030,보령시,34030110,웅천읍,Ungcheon-eup
충청남도,34030,보령시,34030310,주포면,Jupo-myeon
충청남도,34030,보령시,34030330,오천면,Ocheon-myeon
충청남도,34030,보령시,34030340,천북면,Cheonbuk-myeon
충청남도,34030,보령시,34030350,청소면,Cheongso-myeon
충청남도,34030,보령시,34030360,청라면,Cheongna-myeon
충청남도,34030,보령시,34030370,남포면,Nampo-myeon
충청남도,34030,보령시,34030380,주산면,Jusan-myeon
충청남도,34030,보령시,34030390,미산면,Misan-myeon
충청남도,34030,보령시,34030400,성주면,Seongju-myeon
충청남도,34030,보령시,34030320,주교면,Jugyo-myeon
충청남도,34030,보령시,34030510,대천1동,Daecheon 1(il)-dong
충청남도,34030,보령시,34030520,대천2동,Daecheon 2(i)-dong
충청남도,34030,보령시,34030530,대천3동,Daecheon 3(sam)-dong
충청남도,34030,보령시,34030540,대천4동,Daecheon4(sa)-dong
충청남도,34030,보령시,34030560,대천5동,Daecheon 5(o)-dong
충청남도,34040,아산시,,,Asan-si
충청남도,34040,아산시,34040110,염치읍,Yeomchi-eup
충청남도,34040,아산시,34040120,배방읍,Baebang-eup
충청남도,34040,아산시,34040310,송악면 ,Songak-myeon
충청남도,34040,아산시,34040330,탕정면,Tangjeong-myeon
충청남도,34040,아산시,34040340,음봉면,Eumbong-myeon
충청남도,34040,아산시,34040350,둔포면,Dunpo-myeon
충청남도,34040,아산시,34040360,영인면,Yeongin-myeon
충청남도,34040,아산시,34040370,인주면,Inju-myeon
충청남도,34040,아산시,34040380,선장면,Seonjang-myeon
충청남도,34040,아산시,34040390,도고면,Dogo-myeon
충청남도,34040,아산시,34040400,신창면,Sinchang-myeon
충청남도,34040,아산시,34040510,온양1동,Onyang 1(il)-dong
충청남도,34040,아산시,34040520,온양2동,Onyang 2(i)-dong
충청남도,34040,아산시,34040530,온양3동,Onyang 3(sam)-dong
충청남도,34040,아산시,34040540,온양4동,Onyang 4(sa)-dong
충청남도,34040,아산시,34040550,온양5동,Onyang 5(o)-dong
충청남도,34040,아산시,34040560,온양6동,Onyang 6(yuk)-dong
충청남도,34050,서산시,,,Seosan-si
충청남도,34050,서산시,34050110,대산읍,Daesan-eup
충청남도,34050,서산시,34050310,인지면,Inji-myeon
충청남도,34050,서산시,34050320,부석면,Buseok-myeon
충청남도,34050,서산시,34050330,팔봉면,Palbong-myeon
충청남도,34050,서산시,34050340,지곡면,Jigok-myeon
충청남도,34050,서산시,34050350,성연면,Seongyeon-myeon
충청남도,34050,서산시,34050360,음암면,Eumam-myeon
충청남도,34050,서산시,34050370,운산면,Unsan-myeon
충청남도,34050,서산시,34050380,해미면,Haemi-myeon
충청남도,34050,서산시,34050390,고북면,Gobuk-myeon
충청남도,34050,서산시,34050510,부춘동,Buchun-dong
충청남도,34050,서산시,34050520,동문1동,Dongmun 1(il)-dong
충청남도,34050,서산시,34050530,동문2동,Dongmun 2(i)-dong
충청남도,34050,서산시,34050540,수석동,Suseok-dong
충청남도,34050,서산시,34050550,석남동 ,Seongnam-dong
충청남도,34060,논산시,,,Nonsan-si
충청남도,34060,논산시,34060110,강경읍,Ganggyeong-eup
충청남도,34060,논산시,34060120,연무읍,Yeonmu-eup
충청남도,34060,논산시,34060310,성동면,Seongdong-myeon
충청남도,34060,논산시,34060320,광석면,Gwangseok-myeon
충청남도,34060,논산시,34060330,노성면,Noseong-myeon
충청남도,34060,논산시,34060340,상월면,Sangwol-myeon
충청남도,34060,논산시,34060350,부적면,Bujeok-myeon
충청남도,34060,논산시,34060360,연산면,Yeonsan-myeon
충청남도,34060,논산시,34060370,벌곡면,Beolgok-myeon
충청남도,34060,논산시,34060380,양촌면,Yangchon-myeon
충청남도,34060,논산시,34060390,가야곡면,Gayagok-myeon
충청남도,34060,논산시,34060400,은진면,Eunjin-myeon
충청남도,34060,논산시,34060410,채운면,Chaeun-myeon
충청남도,34060,논산시,34060510,취암동,Chwiam-dong
충청남도,34060,논산시,34060520,부창동,Buchang-dong
충청남도,34070,계룡시,,,Gyeryong-si
충청남도,34070,계룡시,34070310,두마면,Duma-myeon
충청남도,34070,계룡시,34070330,엄사면,Eomsa-myeon
충청남도,34070,계룡시,34070340,신도안면,Sindoan_myeon
충청남도,34070,계룡시,34070510,금암동,Geumam-dong
충청남도,34080,당진시,,,Dangjin-si
충청남도,34080,당진시,34080110,합덕읍,Hapdeok-eup
충청남도,34080,당진시,34080120,송악읍,Songak-eup
충청남도,34080,당진시,34080310,고대면,Godae-myeon
충청남도,34080,당진시,34080320,석문면,Seongmun-myeon
충청남도,34080,당진시,34080330,대호지면,Daehoji-myeon
충청남도,34080,당진시,34080340,정미면,Jeongmi-myeon
충청남도,34080,당진시,34080350,면천면,Myeoncheon-myeon
충청남도,34080,당진시,34080360,순성면,Sunseong-myeon
충청남도,34080,당진시,34080370,우강면,Ugang-myeon
충청남도,34080,당진시,34080380,신평면,Sinpyeong-myeon
충청남도,34080,당진시,34080390,송산면,Songsan-myeon
충청남도,34080,당진시,34080510,당진1동,Dangjin 1(il)-dong
충청남도,34080,당진시,34080520,당진2동,Dangjin 2(i)-dong
충청남도,34080,당진시,34080530,당진3동,Dangjin 3(sam)-dong
충청남도,34510,금산군,,,Geumsan-gun
충청남도,34510,금산군,34510110,금산읍,Geumsan-eup
